Gergo;120
KRicsi;60
Adam;52
Bence;42
VGergo;10
Tib;20
Tomi;48
Pityu;75
Joska;40
Sandor;44
Levendula;96
Levente;75
Nandor;45
Kalman;25
Ferenc;78
Magdi;36
Peti;5
Bandi;20
Sanyi;40
Gerzson;54
Tibron;45
